Job Number,Title,Company,Location,URL
199,"Sr. Principal Front End Developer - Angular 6 - Secureworks - Austin, TX",Secureworks ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=708&ao=559550&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_36d1ebe0&cb=1557718454309&jobListingId=2971108191
200,Applications Developer,CyberCoders ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=296847&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f3df4f45&cb=1557718454313&jobListingId=3227308196
201,Senior Software Engineer - Front End,Blackbaud ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=182560&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4f2c52f0&cb=1557718454316&jobListingId=3198999382
202,Senior DevOps Engineer,SailPoint Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=711&ao=396821&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2401fd1e&cb=1557718454320&jobListingId=3187467824
203,Full Stack Software Developer,ARRIS ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=712&ao=133502&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_91c1e3bc&cb=1557718454323&jobListingId=3024386668
204,Sr Python Developer,Samsung Austin Semiconductor ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=713&ao=461297&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c60368da&cb=1557718454327&jobListingId=3196345883
205,Senior Software Engineer (APIs/Backend),Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=714&ao=452124&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f5430ef0&cb=1557718454330&jobListingId=3190994639
206,Senior Software Engineer - SaaS,Underwriters Laboratories ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=715&ao=280868&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b3bdf469&cb=1557718454333&jobListingId=3165554908
207,"Software Engineer, Senior",Kapsch ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=716&ao=553237&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b164ab56&cb=1557718454336&jobListingId=3150114840
208,Sr Software Test Engineer,Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=717&ao=452124&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d753f0cc&cb=1557718454339&jobListingId=3227077336
209,Software Developer - UI,Nesco Resource ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=718&ao=83255&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_91eebdc4&cb=1557718454342&jobListingId=3208081901
210,Lead Software Engineer,Aristocrat Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=719&ao=476529&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d777299a&cb=1557718454345&jobListingId=3227240789
211,Software Engineer II,Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=720&ao=452124&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4d8d498b&cb=1557718454349&jobListingId=3110887900
212,Sr. Software Engineer - Full Stack Web,HotSchedules ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=721&ao=523169&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_32b4302e&cb=1557718454352&jobListingId=3055069219
213,Senior Software Developer,mobi ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=722&ao=7438&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_a3b8b562&cb=1557718454355&jobListingId=2960521637
214,Entry Level .Net Software Developer,Revature ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=723&ao=567544&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_5aaa5d6d&cb=1557718454358&jobListingId=3152510083
215,Entry Level Software Developer,Revature ," Round Rock, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=724&ao=567544&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0e5d52ef&cb=1557718454362&jobListingId=3152542731
216,"Senior Software Engineer (Austin, TX)",Instana ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=725&ao=533242&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_2a14be65&cb=1557718454365&jobListingId=3215417519
217,JavaScript Software Developer,Windhaven Insurance ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=726&ao=60939&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_39eff962&cb=1557718454368&jobListingId=3180108588
218,Senior Software Engineer - L3 Salesforce Developer,Dell ," Round Rock, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=727&ao=596254&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7da80271&cb=1557718454371&jobListingId=3140754772
219,Software Developer- GRO,Q2eBanking ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=728&ao=172984&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e98b174a&cb=1557718454374&jobListingId=3171742039
220,Sr. Software Engineer - C#,Aristocrat Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=729&ao=476529&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_36ff93ae&cb=1557718454377&jobListingId=3190267964
221,Lead Software Engineer,Infoblox ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=730&ao=97199&s=58&guid=0000016aaf414d9585b445a31f5c4c9b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1e97835a&cb=1557718454381&jobListingId=3219907694
222,Software Developer WEP,Schaefer Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=555898&s=149&guid=0000016aaf4169c0a8fcff6e0e63908c&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_575cbedb&cb=1557718461544&jobListingId=3179499486
223,"Software Developer, Business Operations Engineering",Facebook ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=456838&s=149&guid=0000016aaf4169c0a8fcff6e0e63908c&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a9f5c814&cb=1557718461547&jobListingId=3189431094
224,Junior Java Developer,Revature ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=567544&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_cfb8508d&cb=1557718461550&jobListingId=3152540932
225,Junior Software Engineer,Revature ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=567544&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_8c738561&cb=1557718461553&jobListingId=3152544272
226,"Software Engineer, UI - Customer Journey Platform",Cisco Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=803&ao=377062&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_83cb9e05&cb=1557718461557&jobListingId=3193024861
227,Principal Software Engineer,Opcity ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=804&ao=586517&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_e7d98136&cb=1557718461560&jobListingId=3183784456
228,Senior DevOps Engineer,RetailMeNot ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=805&ao=372631&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a6563669&cb=1557718461563&jobListingId=3188745455
229,Entry-Level C# Software Developer,Revature ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=806&ao=567544&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ae992efa&cb=1557718461566&jobListingId=3152514223
230,Sr. Application Developer - Department of Labor,G4i Consulting ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=807&ao=565592&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a720fb68&cb=1557718461569&jobListingId=3180182949
231,Senior DevOps Engineer,Broadway Technology ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=808&ao=593209&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_600d3514&cb=1557718461572&jobListingId=3154118793
232,Software Development Principal Engineer - OS & Apps,Dell ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=596249&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_fd1e30fd&cb=1557718461575&jobListingId=3179175421
233,Senior .NET Developer - State & Local Government,Catapult Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=810&ao=497146&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_65d1cf55&cb=1557718461578&jobListingId=3050581342
234,"Senior Software Engineer, Common Retail Services",Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=811&ao=452124&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3ec9c71c&cb=1557718461582&jobListingId=3133675293
235,Principal Software Engineer - Cloud Services,Vrbo ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=812&ao=315884&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9d3c8420&cb=1557718461585&jobListingId=3192544609
236,"Senior Software Engineer, Platform Infrastructure",DISCO ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=813&ao=596686&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_34f9c9de&cb=1557718461588&jobListingId=3180177147
237,Senior Front End Developer,Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=814&ao=452124&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_63de3cf4&cb=1557718461591&jobListingId=3080745073
238,"Staff Software Engineer in Security, Rx",RetailMeNot ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=815&ao=554021&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d16ce7fc&cb=1557718461594&jobListingId=3188384371
239,Senior Software Developer,INFICON ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=4348&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_603d339b&cb=1557718461598&jobListingId=3116923189
240,Software Developer (Python/Cloud),Arthur Grand Technologies Inc ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=817&ao=454816&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_da718003&cb=1557718461601&jobListingId=3204655887
241,"Senior Principal Full Stack Developer, Austin TX Digital-IT",Dell ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=818&ao=596254&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_286bde47&cb=1557718461604&jobListingId=2686448511
242,Software Developer 2,APN Software Services Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=819&ao=215203&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1b38e055&cb=1557718461607&jobListingId=3129926479
243,Junior SQL Developer,Revature ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=820&ao=567544&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_17c34add&cb=1557718461610&jobListingId=3152515948
244,Senior Back-end Software Engineer,DISCO ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=821&ao=596686&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_00beb5f9&cb=1557718461613&jobListingId=3215195454
245,"Software Developer(PHP,MYSQL & Lamp) No corp corp",Primus Software Corporation ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=822&ao=4341&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_821b3984&cb=1557718461616&jobListingId=2640235143
246,Software Developer (Oracle EBS),Orb IT People ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=823&ao=4341&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_e78fa06c&cb=1557718461619&jobListingId=3001795938
247,Senior Software Engineer (Android),Procore Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=824&ao=151792&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_477d38c7&cb=1557718461622&jobListingId=3132731217
248,Java Developer,CyberCoders ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=825&ao=296847&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d8c63d15&cb=1557718461625&jobListingId=3229052810
249,.NET Software Developer,Wired People Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=826&ao=4341&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_5cfb2208&cb=1557718461628&jobListingId=3061379912
250,Software Developer Lead WEP,Schaefer Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=827&ao=555898&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4e24ee05&cb=1557718461631&jobListingId=3196187995
251,Lead Software Engineer,Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=828&ao=452124&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c9d2ba46&cb=1557718461634&jobListingId=3218981920
252,Software Developer - Corp,SHI International Corp. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=829&ao=588939&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_023a41d7&cb=1557718461637&jobListingId=3156514428
253,Baseband Software Developer (Experienced),Ericsson-Worldwide ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=830&ao=179752&s=58&guid=0000016aaf4169c08ec7d5d52232904b&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d7ca8a6a&cb=1557718461640&jobListingId=3093766563
254,Senior Java Software Developer,Fiserv ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=901&ao=481874&s=149&guid=0000016aaf4185b9b52f17781bfd8739&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d4f15125&cb=1557718468576&jobListingId=3218816698
255,"Front End Software Developer - AngularJS / React.js, JavaScript",Technology Navigators ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=902&ao=242876&s=149&guid=0000016aaf4185b9b52f17781bfd8739&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_f00e56ce&cb=1557718468580&jobListingId=3060809347
256,Software Engineer,Certica Solutions ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=901&ao=66506&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_ec1e899d&cb=1557718468583&jobListingId=3092626517
257,Data Science Software Engineer,Lightspeed Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=902&ao=508210&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_305cd194&cb=1557718468586&jobListingId=3216650272
258,Staff DevOps Engineer,Infoblox ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=903&ao=97199&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7832d352&cb=1557718468590&jobListingId=3219907686
259,"Senior Software Engineer, Rx",RetailMeNot ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=904&ao=554021&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_1fd391c8&cb=1557718468593&jobListingId=3027703516
260,Software Engineer,Trend Micro ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=905&ao=4008&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f85da9f8&cb=1557718468596&jobListingId=3219387897
261,Java Software Developer,Modis ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=906&ao=450116&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_7ff573eb&cb=1557718468600&jobListingId=3099107053
262,Senior Software Developer,ThoughtWorks ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=907&ao=4120&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0fd28f3b&cb=1557718468603&jobListingId=3111644226
263,Principal Software Engineer,Cox Automotive ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=908&ao=452124&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_43b710e0&cb=1557718468606&jobListingId=3220899509
264,Frontend Developer,HotSchedules ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=909&ao=248412&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_f58c9916&cb=1557718468609&jobListingId=3223668715
265,Software Engineer II,Spiceworks Inc ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=910&ao=248374&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_9a5ee952&cb=1557718468612&jobListingId=3223698827
266,Informatica Developer,"American Cybersystems, Inc. "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=911&ao=372858&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_79d03808&cb=1557718468615&jobListingId=3228696283
267,"Senior SDET Software Engineer (Automation, Selenium, Agile) in Austin, TX",Dell ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=912&ao=596254&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_bff1c281&cb=1557718468618&jobListingId=3136793729
268,Software Engineer,Soluta ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=913&ao=52572&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d085db6e&cb=1557718468622&jobListingId=3224390030
269,Senior Software Engineer- Data Product Development,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=914&ao=485464&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3a8e2244&cb=1557718468624&jobListingId=3227366410
270,Network Software Engineer,Intel ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=915&ao=132930&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_47be4d5e&cb=1557718468628&jobListingId=3193352925
271,Software Developer 1,APN Software Services Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=916&ao=215203&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_ce8b4c15&cb=1557718468632&jobListingId=3198638951
272,Software Developer IV,WinMax Systems ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=917&ao=4120&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_33b68ee8&cb=1557718468635&jobListingId=3117828824
273,Tactical Applications Software Developer,CACI International ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=918&ao=205804&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9c5b0db1&cb=1557718468638&jobListingId=3137017006
274,.NET Developer,"Double Line, Inc. "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=919&ao=4341&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_69b72a9b&cb=1557718468641&jobListingId=3178859923
275,Full Stack Web Developer : 19,Akraya Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=920&ao=85058&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_fa3bd5d2&cb=1557718468645&jobListingId=3226239567
276,Web Technologies Developer,Ericsson-Worldwide ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=921&ao=179752&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_c8cf3e2e&cb=1557718468649&jobListingId=3117988357
277,Data Science Platform Developer,Iodine Software ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=922&ao=66506&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_be83faad&cb=1557718468652&jobListingId=3220627958
278,Sr. Software Engineer in Test,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=923&ao=485464&s=58&guid=0000016aaf4185b9beb41b239045c258&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_dcc9d126&cb=1557718468655&jobListingId=3119906522
