Job Number,Title,Company,Location,URL
82,Senior Software Engineer,Digital Media Solutions ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=517113&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_3580702d&cb=1557718424195&jobListingId=3116772413
83,Software Developer Internship,CACI International ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=205804&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_472bc913&cb=1557718424204&jobListingId=3206506940
84,Software Developer/Analyst,Waypoint Analytical ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=389273&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_5baa06d0&cb=1557718424208&jobListingId=3216200809
85,Software Developer,Collabera ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=278067&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_b394f412&cb=1557718424211&jobListingId=3217818887
86,"Software Developer, Business Operations Engineering",Facebook ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=456838&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d95a7015&cb=1557718424214&jobListingId=3189431094
87,Software Developer,TrendMicro ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=189299&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_9de4d1f2&cb=1557718424218&jobListingId=3210728634
88,Software Developer,ClearDATA ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=4348&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_ce185447&cb=1557718424221&jobListingId=3171393861
89,Software Developer,Kforce Technology Staffing ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=450116&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_85849c13&cb=1557718424225&jobListingId=3194813243
90,Analytical Software Developer,Metasys Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=83255&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_fc5ef904&cb=1557718424228&jobListingId=3196763450
91,Software Developer,Custom by Sock Club ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=389273&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_a77761c1&cb=1557718424231&jobListingId=3221845767
92,Software Developer,Chisholm Financial Labs ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=389273&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_deff14c4&cb=1557718424234&jobListingId=3105053208
93,"Software Developer, Professional Services",Unity Technologies ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=134822&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&ea=1&cs=1_eeac9e35&cb=1557718424237&jobListingId=3125055126
94,Software Developer,"Springbox, A Prophet Company "," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=215203&s=58&guid=0000016aaf40d7bd8b985deb7ea035f6&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a629f38e&cb=1557718424240&jobListingId=3227549140
95,Engineering Dashboard/Reporting Software Developer,Samsung Austin Semiconductor ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=461297&s=149&guid=0000016aaf40f613a20f988205a873ba&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_18483075&cb=1557718431932&jobListingId=3182926885
96,Full Stack Software Developer,YETI Coolers ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=507272&s=149&guid=0000016aaf40f613a20f988205a873ba&src=GD_JOB_AD&t=SRFJ&extid=4&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4701fdf7&cb=1557718431936&jobListingId=3151721996
97,Sr. Software Test Engineer,Visa Inc. ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=485464&s=58&guid=0000016aaf40f6139afc9995a640f8c1&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_51f80fa0&cb=1557718431946&jobListingId=3228923303
98,"Database Developer, Senior",Kapsch ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=553234&s=58&guid=0000016aaf40f6139afc9995a640f8c1&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_6f47de8e&cb=1557718431949&jobListingId=3142329248
99,Software Developer,National Western ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=37049&s=58&guid=0000016aaf40f6139afc9995a640f8c1&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d6d4668d&cb=1557718431952&jobListingId=3140781349
100,Software Developer,Kelly Services ," Austin, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=245046&s=58&guid=0000016aaf40f6139afc9995a640f8c1&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_65bfcb0f&cb=1557718431955&jobListingId=3064098701
